query_id,rank,doc_id,is_labeled_relevant,source_file,page,page_end,score,matched_terms,title,snippet
q07,9,extend_click_automate_p0277_016,False,extend_click_automate.pdf,277,277,45,Flow|record-triggered flow,Salesforce Flow and Click-Based Automation Guide p277 chunk 16: At run time if a schedule-triggered flow has a Create,At run time if a schedule-triggered flow has a Create Records Delete Records Get Records or Update Records element that processes multiple records and some records fail all records are rolled back The successful...
q07,10,extend_click_automate_p0319_019,False,extend_click_automate.pdf,319,319,42,Flow|record-triggered flow,Salesforce Flow and Click-Based Automation Guide p319 chunk 19: Flow Element Loop Start a loop path for iterating over,Flow Element Loop Start a loop path for iterating over items in a collection variable For each iteration the flow temporarily stores the item in the loop variable To execute actions on each item s field values use...
q07,11,extend_click_automate_p1002_028,False,extend_click_automate.pdf,1002,1002,38,Flow|field update,Salesforce Flow and Click-Based Automation Guide p1002 chunk 28: Important Starting in Winter 23 you can t create new,Important Starting in Winter 23 you can t create new workflow rules You can still activate deactivate and edit any existing workflow rules To migrate existing workflow rules use the Migrate to Flow tool on page 894...
q07,12,extend_click_automate_p0895_025,False,extend_click_automate.pdf,895,895,37,Flow|before-save|field update,Salesforce Flow and Click-Based Automation Guide p895 chunk 25: Resources The Salesforce Admins Automation page is a great resource,Resources The Salesforce Admins Automation page is a great resource to help you start automating business processes You can explore flow templates on AppExchange or navigate to an automation tool directly SEE ALSO...
q08,1,mc_journeys_and_automations_p0322_035,True,mc_journeys_and_automations.pdf,322,322,28,WhatsApp|template approval|Content Builder|Journey Builder|campaign|WhatsApp Message activity,Marketing Cloud Journeys and Automations p322 chunk 35: Note You can t use Journey Builder Engagement Splits and,Note You can t use Journey Builder Engagement Splits and Campaigns with WhatsApp messages 1 Click Create New Journey 2 Click Build under Multi-Step Journey 3 Drag your entry source onto the canvas You can use Data...
q08,2,mc_journeys_and_automations_p0321_034,True,mc_journeys_and_automations.pdf,321,321,24,WhatsApp|Content Builder|Journey Builder,Marketing Cloud Journeys and Automations p321 chunk 34: A Quick Reply button encourages a customer to reply to,A Quick Reply button encourages a customer to reply to your message For example if you send a template message asking your customer if they want to learn more about a special offer you can include Yes and No buttons...
q08,3,mc_journeys_and_automations_p0300_028,False,mc_journeys_and_automations.pdf,300,300,93,WhatsApp|Content Builder|Journey Builder,Marketing Cloud Journeys and Automations p300 chunk 28: Create a Multi-Content Message LINE Activity in Journey Builder Use,Create a Multi-Content Message LINE Activity in Journey Builder Use a multi-content message in a LINE Message activity to power Journey Builder sends to Marketing Cloud Engagement contacts in a journey A multi-content...
q08,4,mc_journeys_and_automations_p0195_005,False,mc_journeys_and_automations.pdf,195,195,64,Journey Builder|campaign,Marketing Cloud Journeys and Automations p195 chunk 5: Journey Settings To get the best performance from your journeys,Journey Settings To get the best performance from your journeys configure Journey Settings to determine when the contact enters a Marketing Cloud Engagement journey and which address Journey Builder uses to message...
q08,5,mc_journeys_and_automations_p0293_027,False,mc_journeys_and_automations.pdf,293,293,54,Content Builder|Journey Builder,Marketing Cloud Journeys and Automations p293 chunk 27: Mobile Activities in Journey Builder Journey Builder includes the SMS,Mobile Activities in Journey Builder Journey Builder includes the SMS LINE Message Push Notification In-App Message and Inbox activities for sending to mobile devices from a journey Add MobilePush inbox messages...
q08,6,mc_journeys_and_automations_p0339_039,False,mc_journeys_and_automations.pdf,339,339,53,Journey Builder|campaign,Marketing Cloud Journeys and Automations p339 chunk 39: Only sendable data extensions can be used with this activity,Only sendable data extensions can be used with this activity Sales and Service Cloud Activities Use Sales and Service Cloud activities to interact with Sales and Service Cloud These activities are available in...
q08,7,mc_journeys_and_automations_p0309_030,False,mc_journeys_and_automations.pdf,309,309,48,WhatsApp|Content Builder|Journey Builder,Marketing Cloud Journeys and Automations p309 chunk 30: Referencing other Content Builder content in blocks returns table and,Referencing other Content Builder content in blocks returns table and HTML wrappers instead of text To reference this content use code snippets See ContentBlockbyID Marketing Cloud Engagement WhatsApp Messaging Use...
q08,8,mc_journeys_and_automations_p0310_031,False,mc_journeys_and_automations.pdf,310,310,48,WhatsApp|Content Builder|Journey Builder,Marketing Cloud Journeys and Automations p310 chunk 31: Create Your WhatsApp Audiences in Marketing Cloud Engagement Build your,Create Your WhatsApp Audiences in Marketing Cloud Engagement Build your audience for WhatsApp Chat Messages in Contact Builder Create a WhatsApp Template Message for Approval in Marketing Cloud Engagement Create...
q08,9,mc_journeys_and_automations_p0366_044,False,mc_journeys_and_automations.pdf,366,366,45,Journey Builder,Marketing Cloud Journeys and Automations p366 chunk 44: Convert Lead Activity Use the Convert Lead activity in Journey,Convert Lead Activity Use the Convert Lead activity in Journey Builder to convert qualified leads from Sales and Service Cloud into a contact or an account Assign a lead owner and notify that person via email Create...
q08,10,mc_journeys_and_automations_p0266_023,False,mc_journeys_and_automations.pdf,266,266,39,Journey Builder|campaign,Marketing Cloud Journeys and Automations p266 chunk 23: Note The Test Mode feature in Journey Builder doesn t,Note The Test Mode feature in Journey Builder doesn t support Salesforce Entry Sources The integration between Engagement and Sales Cloud uses Flows Process Builder Apex Platform Events and SOAP APIs Therefore...
q08,11,mc_journeys_and_automations_p0254_017,False,mc_journeys_and_automations.pdf,254,254,37,Journey Builder|campaign,Marketing Cloud Journeys and Automations p254 chunk 17: Select a Reusable Entry Source Select a reusable entry source,Select a Reusable Entry Source Select a reusable entry source in Journey Builder when the event you want to use was already created in another Marketing Cloud Engagement journey or on the Entry Sources page Create a...
q08,12,mc_journeys_and_automations_p0278_024,False,mc_journeys_and_automations.pdf,278,278,36,Journey Builder,Marketing Cloud Journeys and Automations p278 chunk 24: Linked Data Extensions in Journey Builder Your data setup affects,Linked Data Extensions in Journey Builder Your data setup affects how Marketing Cloud Engagement evaluates the contact attributes used in journey entry source filters wait activities or decision splits Review what...
q09,1,salesforce_apex_developer_guide_p0169_008,True,salesforce_apex_developer_guide.pdf,169,169,24,Profile|DML operations|sObjects|update|Apex,Salesforce Apex Developer Guide p169 chunk 8: This class calls the method in the previous class isTest,This class calls the method in the previous class isTest public class UserAndContactTest public testmethod static void testUserAndContact InsertFutureUser insertUser Contact currentContact new Contact firstName String...
q09,2,salesforce_apex_developer_guide_p0141_003,False,salesforce_apex_developer_guide.pdf,141,141,37,DML operations|sObjects|update|Apex,Salesforce Apex Developer Guide p141 chunk 3: Changing a field or object name Converting from one data,Changing a field or object name Converting from one data type to another Deleting a field or object Making certain organization-wide changes such as record sharing field history tracking or record types Data...
q09,3,salesforce_apex_developer_guide_p0310_019,False,salesforce_apex_developer_guide.pdf,310,310,35,update|Apex,Salesforce Apex Developer Guide p310 chunk 19: With Batch Apex it s possible to force a new,With Batch Apex it s possible to force a new serialized state for new jobs by usingDatabase Stateful With Scheduled Apex use the transient keyword so that member variables and properties aren t persisted See Using the...
q09,4,salesforce_security_impl_guide_p0028_009,False,salesforce_security_impl_guide.pdf,28,28,35,Profile,Salesforce Security Implementation Guide p28 chunk 9: Edit Multiple Profiles with Profile List Views If enhanced profile,Edit Multiple Profiles with Profile List Views If enhanced profile list views are enabled for your organization you can change permissions in up to 200 profiles directly from the list view without accessing individual...
q09,5,salesforce_apex_developer_guide_p0268_013,False,salesforce_apex_developer_guide.pdf,268,268,34,update|Apex,Salesforce Apex Developer Guide p268 chunk 13: Invoking Apex You can run Apex code with triggers or,Invoking Apex You can run Apex code with triggers or asynchronously or as SOAP or REST web services Apex Transactions and Governor Limits Apex Transactions ensure the integrity of data Apex code runs as part of atomic...
q09,6,salesforce_security_impl_guide_p0149_030,False,salesforce_security_impl_guide.pdf,149,149,34,Profile|Apex,Salesforce Security Implementation Guide p149 chunk 30: The positive test cases rely on the results of SQQL,The positive test cases rely on the results of SQQL queries To ensure that these queries execute correctly we must also create some test data Let s look at the test code Tests for the ProfileIdentityEventCondition...
q09,7,salesforce_apex_developer_guide_p0291_018,False,salesforce_apex_developer_guide.pdf,291,291,33,DML operations|Apex,Salesforce Apex Developer Guide p291 chunk 18: When to UseAsynchronous Apex Feature Batch Apex For long-running jobs,When to UseAsynchronous Apex Feature Batch Apex For long-running jobs with large data volumes that need to be performed in batches such as database maintenance jobs For jobs that need larger query results than regular...
q09,8,salesforce_apex_developer_guide_p0325_023,False,salesforce_apex_developer_guide.pdf,325,325,31,Apex,Salesforce Apex Developer Guide p325 chunk 23: Note For API version 25 0 and earlier you can,Note For API version 25 0 and earlier you can t call Database executeBatch or System scheduleBatch from any batch Apex method The API version that s used is the version of the running batch class that starts or...
q09,9,salesforce_apex_developer_guide_p0145_007,False,salesforce_apex_developer_guide.pdf,145,145,29,DML operations|sObjects|update|Apex,Salesforce Apex Developer Guide p145 chunk 7: The Database class also provides methods not available as DML,The Database class also provides methods not available as DML statements such as methods transaction control and rollback emptying the Recycle Bin and methods related to SOQL queries SEE ALSO Apex Reference Guide...
q09,10,salesforce_security_impl_guide_p0032_011,False,salesforce_security_impl_guide.pdf,32,32,29,Profile,Salesforce Security Implementation Guide p32 chunk 11: View and Edit Login Hours in Profiles EDITIONS Available in,View and Edit Login Hours in Profiles EDITIONS Available in both Salesforce Classic not available in all orgs and Lightning Experience Available in Enterprise Performance Unlimited Developer and Database com Editions...
q09,11,salesforce_apex_developer_guide_p0142_004,False,salesforce_apex_developer_guide.pdf,142,142,28,DML operations|sObjects|update|Apex,Salesforce Apex Developer Guide p142 chunk 4: The for loop iterates over contacts For each contact if,The for loop iterates over contacts For each contact if the department field matches a certain value it sets a new value for the Description field If the list contains more than items the 151st update returns an...
q09,12,salesforce_apex_developer_guide_p0353_026,False,salesforce_apex_developer_guide.pdf,353,353,25,update|Apex,Salesforce Apex Developer Guide p353 chunk 26: System assertNotEquals null m Add a new invoice Invoice_Statement__c i,System assertNotEquals null m Add a new invoice Invoice_Statement__c i new Invoice_Statement__c Description__c pDesc insert i Add a new line item to the invoice Line_Item__c li new Line_Item__c Name 1...
q10,1,messaging_admin_implementation_guide_p0039_010,True,messaging_admin_implementation_guide.pdf,39,39,35,Omni-Channel Flow|queue|Messaging Session,Salesforce Messaging Administrator Guide p39 chunk 10: Route Service Cloud Messaging Sessions with Omni-Channel Flows EDITIONS Available,Route Service Cloud Messaging Sessions with Omni-Channel Flows EDITIONS Available in Lightning Experience View required editions Standard and This article applies to enhanced WhatsApp standard and enhanced Facebook...
q10,2,messaging_admin_implementation_guide_p0040_011,True,messaging_admin_implementation_guide.pdf,40,40,12,Omni-Channel Flow|queue|Check Availability for Routing|route to an agent,Salesforce Messaging Administrator Guide p40 chunk 11: 3 Click New Flow 4 Select Use a Template then,3 Click New Flow 4 Select Use a Template then click Next 5 Select Omni-Channel Flow in the left pane and click the template named Messages Routed to Agents and Queues 6 To open the template click Create 7 Edit the...
q10,3,messaging_admin_implementation_guide_p0466_026,False,messaging_admin_implementation_guide.pdf,466,466,58,queue|Messaging Session,Salesforce Messaging Administrator Guide p466 chunk 26: Message with Customers in the Service Console EDITIONS Available in,Message with Customers in the Service Console EDITIONS Available in Lightning Experience View required editions Messaging for In-App This article applies to Messaging for Web standard and enhanced WhatsApp standard...
q10,4,messaging_admin_implementation_guide_p0028_006,False,messaging_admin_implementation_guide.pdf,28,28,57,Messaging Session,Salesforce Messaging Administrator Guide p28 chunk 6: Standard Messaging Sessions Business-Initiated Review possible status transitions for messaging,Standard Messaging Sessions Business-Initiated Review possible status transitions for messaging sessions initiated by agents in standard Messaging channels Agents-initiated messaging is in beta in standard WhatsApp...
q10,5,messaging_admin_implementation_guide_p0497_030,False,messaging_admin_implementation_guide.pdf,497,497,57,Messaging Session,Salesforce Messaging Administrator Guide p497 chunk 30: USER PERMISSIONS To end Messaging for In-App and Web messaging,USER PERMISSIONS To end Messaging for In-App and Web messaging sessions on the session record Messaging for In-App and Web permission set license AND Messaging for In-App and Web user permission AND Owner of the...
q10,6,messaging_admin_implementation_guide_p0029_007,False,messaging_admin_implementation_guide.pdf,29,29,45,Messaging Session,Salesforce Messaging Administrator Guide p29 chunk 7: messages about new products but hasn t sent a unique,messages about new products but hasn t sent a unique inquiry that requires the attention of a bot or agent The Consent status value helps you design routing flows that exclude consent-related messaging sessions from...
q10,7,messaging_admin_implementation_guide_p0492_029,False,messaging_admin_implementation_guide.pdf,492,492,35,queue|Messaging Session,Salesforce Messaging Administrator Guide p492 chunk 29: USER PERMISSIONS To transfer enhanced messaging sessions to flows Run,USER PERMISSIONS To transfer enhanced messaging sessions to flows Run Flows To receive transferred messaging sessions or end your own messaging sessions in Messaging for In-App and Web Messaging for In-App and Web...
q10,8,messaging_admin_implementation_guide_p0296_022,False,messaging_admin_implementation_guide.pdf,296,296,33,Messaging Session,Salesforce Messaging Administrator Guide p296 chunk 22: Create and Send Auto-Response Components in Messaging Sessions Create a,Create and Send Auto-Response Components in Messaging Sessions Create a text or link response that s sent automatically when a customer initiates a messaging session an agent joins a customer stops responding or a...
q10,9,messaging_admin_implementation_guide_p0023_004,False,messaging_admin_implementation_guide.pdf,23,23,30,Messaging Session,Salesforce Messaging Administrator Guide p23 chunk 4: DefinitionTerm prevents requests to Salesforce Lightning apps unless the request,DefinitionTerm prevents requests to Salesforce Lightning apps unless the request comes from your approved URL list A way to further customize the Messaging experience or routing for a particular channel For example...
q10,10,messaging_admin_implementation_guide_p0037_009,False,messaging_admin_implementation_guide.pdf,37,37,30,Omni-Channel Flow|queue|Messaging Session,Salesforce Messaging Administrator Guide p37 chunk 9: Set Up Routing for Messaging Channels in Service Cloud EDITIONS,Set Up Routing for Messaging Channels in Service Cloud EDITIONS Available in Lightning Experience View required editions Standard and This article applies to enhanced WhatsApp standard and enhanced Facebook Messenger...
q10,11,messaging_admin_implementation_guide_p0472_027,False,messaging_admin_implementation_guide.pdf,472,472,30,Messaging Session,Salesforce Messaging Administrator Guide p472 chunk 27: Start a Messaging Session with a Customer EDITIONS Available in,Start a Messaging Session with a Customer EDITIONS Available in Lightning Experience View required editions Messaging for In-App This article applies to standard and enhanced WhatsApp standard and enhanced Facebook...
q10,12,messaging_admin_implementation_guide_p0044_012,False,messaging_admin_implementation_guide.pdf,44,44,28,Omni-Channel Flow|queue|Messaging Session,Salesforce Messaging Administrator Guide p44 chunk 12: USER PERMISSIONS To create or change queues Customize Application AND,USER PERMISSIONS To create or change queues Customize Application AND Manage Public List Views To set up and edit Messaging channels Configure Messaging To view channels View Setup and Configuration Route customer...
q11,1,lightning_knowledge_guide_p0011_007,True,lightning_knowledge_guide.pdf,11,11,63,Knowledge Scalability|article versions|translations|capacity|versions per article|languages,Lightning Knowledge Guide p11 chunk 7: Article Version and Language AllocationsEdition 500 articles 10 versions per,Article Version and Language AllocationsEdition 500 articles 10 versions per article 1 languageEssentials 500 articles 10 versions per article 1 languageProfessional 50 000 articles 10 versions per article 5...
q11,2,lightning_knowledge_guide_p0012_008,True,lightning_knowledge_guide.pdf,12,12,33,Knowledge Scalability|versions per article|languages|Storage Usage|Knowledge Versions,Lightning Knowledge Guide p12 chunk 8: Note If you require more than the allocated default maximum,Note If you require more than the allocated default maximum you can ask Salesforce Support to increase the article limits Article Version and Language AllocationsEdition 500 articles 10 versions per article 1...
q11,3,lightning_knowledge_guide_p0066_024,False,lightning_knowledge_guide.pdf,66,66,16,translations|languages,Lightning Knowledge Guide p66 chunk 24: Possible ActionDescriptionStatus This status doesn t mean the import or,Possible ActionDescriptionStatus This status doesn t mean the import or export is successful Click Email Log to check the details of your import or export Click the exported zip file to save or open the file on your...
q11,4,lightning_knowledge_guide_p0069_026,False,lightning_knowledge_guide.pdf,69,69,16,translations,Lightning Knowledge Guide p69 chunk 26: ViewDescriptionColumn Draft and published translationsThe language an article is translated,ViewDescriptionColumn Draft and published translationsThe language an article is translated into Language Draft and published translationsThe date and type of the last action taken on a translation Last Action Draft...
q11,5,lightning_knowledge_guide_p0010_006,False,lightning_knowledge_guide.pdf,10,10,15,versions per article|languages|Storage Usage,Lightning Knowledge Guide p10 chunk 6: Further InformationConsideration you can create more efficient collaboration within your,Further InformationConsideration you can create more efficient collaboration within your team and provide pertinent and accurate information to your customers Consider the following tips when planning and using...
q11,6,lightning_knowledge_guide_p0068_025,False,lightning_knowledge_guide.pdf,68,68,14,translations,Lightning Knowledge Guide p68 chunk 25: USER PERMISSIONS To create edit or delete articles Manage Articles,USER PERMISSIONS To create edit or delete articles Manage Articles AND Create Read Edit or Delete on the article type To publish or archive articles Manage Articles AND Create Read Edit and Delete on the article type...
q11,7,lightning_knowledge_guide_p0045_021,False,lightning_knowledge_guide.pdf,45,45,13,article versions|translations|Knowledge Versions,Lightning Knowledge Guide p45 chunk 21: Create a Report Type for Article Reports EDITIONS Available in,Create a Report Type for Article Reports EDITIONS Available in Salesforce Classic not available in all orgs and Lightning Experience Salesforce Knowledge is available in Essentials and Unlimited Editions with Service...
q11,8,lightning_knowledge_guide_p0005_001,False,lightning_knowledge_guide.pdf,5,5,10,Knowledge Scalability|article versions|translations,Lightning Knowledge Guide p5 chunk 1: CREATE A KNOWLEDGE BASE WITH SALESFORCE KNOWLEDGE EDITIONS Available in,CREATE A KNOWLEDGE BASE WITH SALESFORCE KNOWLEDGE EDITIONS Available in Salesforce Classic not available in all orgs and Lightning Experience Salesforce Knowledge is available in Essentials and the Unlimited Edition...
q11,9,messaging_admin_implementation_guide_p0037_009,False,messaging_admin_implementation_guide.pdf,37,37,8,capacity,Salesforce Messaging Administrator Guide p37 chunk 9: Set Up Routing for Messaging Channels in Service Cloud EDITIONS,Set Up Routing for Messaging Channels in Service Cloud EDITIONS Available in Lightning Experience View required editions Standard and This article applies to enhanced WhatsApp standard and enhanced Facebook Messenger...
q11,10,lightning_knowledge_guide_p0074_027,False,lightning_knowledge_guide.pdf,74,74,6,translations|languages,Lightning Knowledge Guide p74 chunk 27: An email notification is sent to you when your import,An email notification is sent to you when your import finishes You can view the status of your import from Setup by entering Article Imports and Exports in the Quick Find box then selecting Article Imports and Exports...
q11,11,messaging_admin_implementation_guide_p0497_030,False,messaging_admin_implementation_guide.pdf,497,497,5,capacity,Salesforce Messaging Administrator Guide p497 chunk 30: USER PERMISSIONS To end Messaging for In-App and Web messaging,USER PERMISSIONS To end Messaging for In-App and Web messaging sessions on the session record Messaging for In-App and Web permission set license AND Messaging for In-App and Web user permission AND Owner of the...
q11,12,messaging_admin_implementation_guide_p0029_007,False,messaging_admin_implementation_guide.pdf,29,29,4,capacity,Salesforce Messaging Administrator Guide p29 chunk 7: messages about new products but hasn t sent a unique,messages about new products but hasn t sent a unique inquiry that requires the attention of a bot or agent The Consent status value helps you design routing flows that exclude consent-related messaging sessions from...
q12,1,extend_click_automate_p0036_005,True,extend_click_automate.pdf,36,36,30,Apex trigger|after trigger|record-triggered flow|related record|Update Records,Salesforce Flow and Click-Based Automation Guide p36 chunk 5: Record-triggered flows created with a flow template don t appear,Record-triggered flows created with a flow template don t appear in Flow Trigger Explorer SEE ALSO Guidelines for Defining the Run Order of Record-Triggered Flows for an Object Schedule Triggers for Flows That Run for...
q12,2,extend_click_automate_p0100_008,True,extend_click_automate.pdf,100,100,18,related record|Update Records,Salesforce Flow and Click-Based Automation Guide p100 chunk 8: Update Salesforce Records from a Flow EDITIONS Available in both,Update Salesforce Records from a Flow EDITIONS Available in both Salesforce Classic not available in all orgs and Lightning Experience Available in Essentials Professional Enterprise Performance Unlimited and...
q12,3,salesforce_apex_developer_guide_p0271_014,True,salesforce_apex_developer_guide.pdf,271,273,18,Case|Account|Apex trigger|after trigger,Salesforce Apex Developer Guide p271 chunk 14: Before or after an update operation Before or after a,Before or after an update operation Before or after a delete operation Before or after a merge operation Before or after an upsert operation After an undelete operation An Apex trigger can also execute after the...
q12,4,salesforce_apex_developer_guide_p0271_015,True,salesforce_apex_developer_guide.pdf,271,273,9,Account|Apex trigger,Salesforce Apex Developer Guide p271 chunk 15: a trigger that changes an object or field with history,a trigger that changes an object or field with history tracking enabled no history of the change is recorded Callouts must be made asynchronously from a trigger so that the trigger process isn t blocked while waiting...
q12,5,salesforce_apex_developer_guide_p0271_016,True,salesforce_apex_developer_guide.pdf,271,273,6,Apex trigger,Salesforce Apex Developer Guide p271 chunk 16: keywords applicable to an inner class In addition you do,keywords applicable to an inner class In addition you do not have to manually commit any database changes made by a trigger If your Apex trigger completes successfully any database changes are automatically committed...
q12,6,sales_core_p0243_025,False,sales_core.pdf,243,243,52,Account|related record|Update Records,Sales Core Guide p243 chunk 25: Guidelines for Creating Accounts Review guidelines for creating accounts Guidelines,Guidelines for Creating Accounts Review guidelines for creating accounts Guidelines for Deleting Accounts Most accounts and their related records can be deleted in one click Some accounts can t be deleted until...
q12,7,extend_click_automate_p0037_006,False,extend_click_automate.pdf,37,37,48,Apex trigger|record-triggered flow|after-save flow|Update Records,Salesforce Flow and Click-Based Automation Guide p37 chunk 6: Flows that make before-save updates are typically simpler to build,Flows that make before-save updates are typically simpler to build than other types of flows The Record global variable contains the values from the record that triggers the flow to run As a result there s no need to...
q12,8,sales_core_p0228_024,False,sales_core.pdf,228,228,48,Case|Account,Sales Core Guide p228 chunk 24: Considerations for Using Person Accounts EDITIONS Business accounts available in,Considerations for Using Person Accounts EDITIONS Business accounts available in Lightning Experience and Salesforce Classic Business accounts available in all editions Person accounts available in Lightning...
q12,9,sales_core_p0287_029,False,sales_core.pdf,287,287,37,Account,Sales Core Guide p287 chunk 29: Create and Edit Relationships Between Contacts and Accounts EDITIONS Available,Create and Edit Relationships Between Contacts and Accounts EDITIONS Available in both Salesforce Classic not available in all orgs and Lightning Experience Available in Contact Manager Group Professional Enterprise...
q12,10,agentforce_contact_center_5_30_2026_p0583_009,False,agentforce_contact_center_5-30-2026.pdf,583,583,36,Case|Apex trigger|record-triggered flow,Agentforce Contact Center Guide p583 chunk 9: Setting What It Does Considerations attachments Invoke triggers on status,Setting What It Does Considerations attachments Invoke triggers on status change from New to Read Reply with new content only Insert email threading token in email subject Place user signatures before email threads...
q12,11,sales_core_p0277_026,False,sales_core.pdf,277,277,31,Account,Sales Core Guide p277 chunk 26: After a contact is created automatically the ContactSource field on,After a contact is created automatically the ContactSource field on the Contact record is set to Auto Create SEE ALSO Considerations for Automatic Contact Creation Contacts to Multiple Accounts EDITIONS Available in...
q12,12,sales_core_p0288_030,False,sales_core.pdf,288,288,31,Case|Account,Sales Core Guide p288 chunk 30: Most features continue to reference a contact s primary account,Most features continue to reference a contact s primary account For example duplicate management uses the primary account when comparing records For that reason indirect account contact relationships can t be included...
q13,1,engagement_audience_builder_and_contact_builder_5_30_2026_p0139_008,True,engagement_audience_builder_and_contact_builder_5-30-2026.pdf,139,142,102,Synchronized Data Sources|synchronized data extension|Contact Builder|Marketing Cloud Connect|Data Sources|data extension|Poll Schedule,Marketing Cloud Audience Builder and Contact Builder p139 chunk 8: the range of imported records 7 7 Choose how often,the range of imported records 7 7 Choose how often you want to synchronize data in the Poll Schedule dropdown menu 8 8 Click Save Each data source displays both a name and the external API key for the object Use these...
q13,2,engagement_audience_builder_and_contact_builder_5_30_2026_p0139_007,True,engagement_audience_builder_and_contact_builder_5-30-2026.pdf,139,142,99,Synchronized Data Sources|synchronized data extension|Sales Cloud|Service Cloud|Contact Builder|Marketing Cloud Connect|Data Sources|data extension|Poll Schedule|Journey Builder|primary and foreign keys,Marketing Cloud Audience Builder and Contact Builder p139 chunk 7: 2 2 Select the data sources to synchronize in Data,2 2 Select the data sources to synchronize in Data Sources You can t use a synchronized data source as a primary sendable data extension 3 3 Configure your data sources to synchronize with your chosen settings 4 4 Use...
q13,3,engagement_audience_builder_and_contact_builder_5_30_2026_p0139_009,True,engagement_audience_builder_and_contact_builder_5-30-2026.pdf,139,142,54,Synchronized Data Sources|Service Cloud|Contact Builder|Data Sources,Marketing Cloud Audience Builder and Contact Builder p139 chunk 9: can t import data to a synchronized data source from,can t import data to a synchronized data source from Contact Builder 1 1 From Marketing Cloud Engagement open Contact Builder 2 2 Click Data Sources 3 3 Click Synchronized 4 4 Choose the appropriate data source from...
q13,4,mc_email_p0123_006,False,mc_email.pdf,123,123,162,data extension,Marketing Cloud Email Guide p123 chunk 6: Create a Data Extension from a Template Create a data,Create a Data Extension from a Template Create a data extension with a data extension template A few data extension templates are provided with Email Studio to enable specific use cases such as data extensions used in...
q13,5,mc_email_p0126_008,False,mc_email.pdf,126,126,120,data extension,Marketing Cloud Email Guide p126 chunk 8: Manage Policies for an Email Studio Data Extension If you,Manage Policies for an Email Studio Data Extension If you have this feature enabled in Email Studio the admin user for your account can allow or disallow users to delete a data extension modify existing fields in a...
q13,6,mc_email_p0124_007,False,mc_email.pdf,124,124,114,data extension,Marketing Cloud Email Guide p124 chunk 7: Create a Data Extension in Email Studio Enhanced Create a,Create a Data Extension in Email Studio Enhanced Create a data extension in Email Studio Important You can t include the following characters in the name and field name of a data extension 1 Hover over Subscribers 2...
q13,7,mc_email_p0130_012,False,mc_email.pdf,130,130,114,data extension,Marketing Cloud Email Guide p130 chunk 12: Filtered Data Extensions Use a filtered data extension to target,Filtered Data Extensions Use a filtered data extension to target a more specific set of subscribers You can filter a data extension by fields or measures or apply existing data filters You can create a filtered data...
q13,8,engagement_audience_builder_and_contact_builder_5_30_2026_p0168_011,False,engagement_audience_builder_and_contact_builder_5-30-2026.pdf,168,168,111,Contact Builder|data extension,Marketing Cloud Audience Builder and Contact Builder p168 chunk 11: extension can include multiple attributes You can link data extensions,extension can include multiple attributes You can link data extensions to the contact record or different data extensions including data extensions from other attribute groups Create a Population in Contact Builder...
q13,9,mc_journeys_and_automations_p0248_013,False,mc_journeys_and_automations.pdf,248,248,108,Synchronized Data Sources|synchronized data extension|Sales Cloud|Service Cloud|Contact Builder|Data Sources|data extension|Journey Builder,Marketing Cloud Journeys and Automations p248 chunk 13: After configuring the entry source the journey schedule The intent,After configuring the entry source the journey schedule The intent of this journey is to send a single series of messages related to the disaster relief effort the marketer selects Run Once as the schedule type...
q13,10,mc_journeys_and_automations_p0366_044,False,mc_journeys_and_automations.pdf,366,366,105,Service Cloud|Marketing Cloud Connect|Journey Builder,Marketing Cloud Journeys and Automations p366 chunk 44: Convert Lead Activity Use the Convert Lead activity in Journey,Convert Lead Activity Use the Convert Lead activity in Journey Builder to convert qualified leads from Sales and Service Cloud into a contact or an account Assign a lead owner and notify that person via email Create...
q13,11,mc_journeys_and_automations_p0246_011,False,mc_journeys_and_automations.pdf,246,246,99,data extension|Journey Builder,Marketing Cloud Journeys and Automations p246 chunk 11: Note After it s activated Journey Builder enters the users,Note After it s activated Journey Builder enters the users who open sent messages from that point forward Previous open behavior isn t evaluated Data Extension Entry Source The data extension entry source lets you...
q13,12,mc_email_p0128_010,False,mc_email.pdf,128,128,93,data extension,Marketing Cloud Email Guide p128 chunk 10: Create a Data Extension from a Template Create a data,Create a Data Extension from a Template Create a data extension with a data extension template A few data extension templates are provided with Email Studio to enable specific use cases such as data extensions used in...
q14,1,mc_email_p0129_011,True,mc_email.pdf,129,129,57,Create a Filtered Data Extension|Filtered Data Extension|source data extension|Create Filter canvas,Marketing Cloud Email Guide p129 chunk 11: Length Maximum number of characters including spaces you can import,Length Maximum number of characters including spaces you can import into this column If you select the Decimal data type you specify both the total maximum number of characters and how many of the total appear after...
q14,2,mc_email_p0130_012,True,mc_email.pdf,130,130,39,Create a Filtered Data Extension|Filtered Data Extension|source data extension|Refresh a Filtered Data Extension,Marketing Cloud Email Guide p130 chunk 12: Filtered Data Extensions Use a filtered data extension to target,Filtered Data Extensions Use a filtered data extension to target a more specific set of subscribers You can filter a data extension by fields or measures or apply existing data filters You can create a filtered data...
q14,3,mc_email_p0089_003,False,mc_email.pdf,89,89,48,Filtered Data Extension|source data extension,Marketing Cloud Email Guide p89 chunk 3: Are previously created data filters still accessible Yes previously created,Are previously created data filters still accessible Yes previously created data filters are accessible Edit existing data filters using the enhanced segmentation and used them to create new filtered data extensions...
